engineid,manufacturer,cylinders,displacement,induction,fueltype,valvetype
3778,audi,5,2.5,Naturally Aspirated,Diesel,OHV
3779,volvo,4,2.0,Forced Induction,Diesel,OHV
3780,mitsubishi,10,5.0,Forced Induction,Diesel,DOHC
3781,pontiac,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
3782,fiat,5,2.0,Naturally Aspirated,Hybrid,OHV
3783,mercedes-benz,5,2.5,Naturally Aspirated,Hybrid,DOHC
3784,mercury,5,2.0,Naturally Aspirated,Hybrid,OHV
3785,fiat,12,5.4,Forced Induction,Diesel,OHV
3786,ferrari,8,4.0,Naturally Aspirated,Diesel,SOHC
3787,gmc,7,2.8000000000000003,Naturally Aspirated,Diesel,OHV
3788,chrysler,7,3.5,Naturally Aspirated,Diesel,SOHC
3789,honda,9,4.95,Forced Induction,Gas,DOHC
3790,jaguar,9,4.95,Forced Induction,Gas,OHV
3791,ferrari,10,4.0,Forced Induction,Diesel,OHV
3792,kia,3,1.35,Forced Induction,Diesel,SOHC
3793,rover,11,6.050000000000001,Naturally Aspirated,Diesel,OHV
3794,mercury,3,1.6500000000000001,Naturally Aspirated,Hybrid,SOHC
3795,rover,11,4.95,Naturally Aspirated,Gas,OHV
3796,nissan,6,2.4000000000000004,Naturally Aspirated,Gas,SOHC
3797,rover,6,3.3000000000000003,Forced Induction,Diesel,SOHC
3798,buick,7,3.15,Naturally Aspirated,Hybrid,OHV
3799,ford,10,5.5,Naturally Aspirated,Diesel,DOHC
3800,volkswagen,12,5.4,Forced Induction,Gas,DOHC
3801,fiat,9,3.6,Forced Induction,Diesel,DOHC
3802,infiniti,8,4.4,Naturally Aspirated,Gas,SOHC
3803,saturn,11,5.5,Forced Induction,Gas,DOHC
3804,porsche,8,4.0,Forced Induction,Diesel,DOHC
3805,chrysler,9,4.95,Naturally Aspirated,Diesel,SOHC
3806,kia,6,3.0,Naturally Aspirated,Gas,DOHC
3807,ferrari,4,1.6,Forced Induction,Hybrid,SOHC
3808,ferrari,6,2.4000000000000004,Naturally Aspirated,Gas,SOHC
3809,mitsubishi,7,3.5,Naturally Aspirated,Gas,DOHC
3810,buick,6,2.4000000000000004,Forced Induction,Gas,OHV
3811,porsche,5,2.5,Naturally Aspirated,Hybrid,SOHC
3812,mitsubishi,9,4.95,Naturally Aspirated,Diesel,DOHC
3813,jaguar,11,6.050000000000001,Forced Induction,Diesel,OHV
3814,hyundai,12,5.4,Naturally Aspirated,Gas,SOHC
3815,mercedes-benz,9,4.05,Forced Induction,Gas,DOHC
3816,ram,6,2.4000000000000004,Naturally Aspirated,Gas,DOHC
3817,mercury,6,3.3000000000000003,Naturally Aspirated,Gas,DOHC
3818,toyota,8,4.4,Forced Induction,Gas,OHV
3819,mercury,12,6.6000000000000005,Naturally Aspirated,Diesel,DOHC
3820,mitsubishi,12,6.6000000000000005,Naturally Aspirated,Diesel,DOHC
3821,tesla,6,2.7,Forced Induction,Hybrid,OHV
3822,volkswagen,9,4.05,Naturally Aspirated,Gas,DOHC
3823,buick,7,3.8500000000000005,Forced Induction,Diesel,SOHC
3824,ford,8,4.4,Naturally Aspirated,Gas,DOHC
3825,datsun,10,4.0,Forced Induction,Diesel,OHV
3826,chrysler,10,5.0,Forced Induction,Diesel,DOHC
3827,saturn,6,2.4000000000000004,Forced Induction,Gas,DOHC
3828,rover,3,1.5,Naturally Aspirated,Diesel,DOHC
3829,ford,7,3.15,Naturally Aspirated,Diesel,SOHC
3830,ram,3,1.2000000000000002,Naturally Aspirated,Diesel,SOHC
3831,audi,3,1.5,Naturally Aspirated,Hybrid,OHV
3833,gmc,5,2.0,Naturally Aspirated,Diesel,SOHC
3834,mazda,11,4.4,Naturally Aspirated,Gas,SOHC
3835,saturn,7,3.8500000000000005,Forced Induction,Gas,DOHC
3836,tesla,6,3.0,Forced Induction,Hybrid,OHV
3837,lexus,6,3.0,Forced Induction,Hybrid,DOHC
3838,gmc,4,2.2,Naturally Aspirated,Diesel,OHV
3839,ford,4,1.8,Naturally Aspirated,Hybrid,OHV
3840,datsun,12,4.800000000000001,Forced Induction,Gas,DOHC
3841,gmc,10,5.5,Naturally Aspirated,Hybrid,SOHC
3842,dodge,7,3.8500000000000005,Naturally Aspirated,Hybrid,SOHC
3843,mercedes-benz,9,4.95,Naturally Aspirated,Hybrid,DOHC
3844,audi,6,3.0,Forced Induction,Hybrid,SOHC
3845,porsche,4,1.8,Naturally Aspirated,Hybrid,DOHC
3848,acura,3,1.6500000000000001,Naturally Aspirated,Hybrid,OHV
3849,gmc,9,4.05,Naturally Aspirated,Gas,DOHC
3850,buick,9,3.6,Naturally Aspirated,Hybrid,OHV
3851,volvo,9,4.05,Naturally Aspirated,Hybrid,OHV
3852,chevrolet,11,4.95,Naturally Aspirated,Gas,OHV
3853,nissan,5,2.5,Naturally Aspirated,Hybrid,DOHC
3854,mazda,9,4.5,Forced Induction,Diesel,SOHC
3855,audi,12,4.800000000000001,Naturally Aspirated,Gas,SOHC
3858,ram,9,3.6,Naturally Aspirated,Gas,DOHC
3859,mercury,11,4.95,Forced Induction,Gas,DOHC
3860,ferrari,6,2.4000000000000004,Forced Induction,Hybrid,DOHC
3861,mitsubishi,3,1.2000000000000002,Forced Induction,Hybrid,SOHC
3862,kia,6,3.3000000000000003,Forced Induction,Gas,SOHC
3863,lexus,3,1.5,Naturally Aspirated,Hybrid,SOHC
3864,ferrari,12,5.4,Naturally Aspirated,Gas,OHV
3865,jeep,11,5.5,Naturally Aspirated,Diesel,SOHC
3867,ford,9,4.5,Forced Induction,Hybrid,DOHC
3868,gmc,9,4.05,Forced Induction,Hybrid,DOHC
3869,dodge,6,2.4000000000000004,Forced Induction,Hybrid,OHV
3870,ferrari,11,6.050000000000001,Forced Induction,Diesel,DOHC
3871,kia,10,4.0,Forced Induction,Diesel,DOHC
3872,infiniti,12,5.4,Forced Induction,Diesel,DOHC
3873,saturn,4,2.0,Naturally Aspirated,Hybrid,SOHC
3875,audi,11,4.95,Forced Induction,Hybrid,SOHC
3876,mercedes-benz,3,1.35,Forced Induction,Gas,SOHC
3878,subaru,5,2.0,Naturally Aspirated,Hybrid,OHV
3879,hyundai,12,4.800000000000001,Forced Induction,Gas,SOHC
3880,jaguar,11,6.050000000000001,Forced Induction,Hybrid,DOHC
3881,jaguar,11,5.5,Forced Induction,Hybrid,DOHC
3882,volkswagen,11,6.050000000000001,Naturally Aspirated,Gas,OHV
3883,chevrolet,8,4.0,Naturally Aspirated,Hybrid,SOHC
3884,alfa-romeo,12,6.0,Forced Induction,Hybrid,SOHC
3885,audi,6,3.0,Naturally Aspirated,Hybrid,DOHC
3886,ferrari,10,4.5,Forced Induction,Gas,DOHC
3887,alfa-romeo,4,2.2,Forced Induction,Gas,DOHC
3889,dodge,5,2.0,Forced Induction,Diesel,OHV
3890,infiniti,7,2.8000000000000003,Naturally Aspirated,Hybrid,SOHC
3891,bmw,9,3.6,Naturally Aspirated,Gas,DOHC
3892,mercury,12,6.0,Forced Induction,Diesel,OHV
3893,dodge,12,6.0,Naturally Aspirated,Hybrid,OHV
3894,chrysler,3,1.6500000000000001,Forced Induction,Gas,SOHC
3895,saturn,6,2.4000000000000004,Forced Induction,Diesel,DOHC
3896,harley-davidson,10,4.5,Forced Induction,Diesel,SOHC
3898,saturn,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
3899,acura,4,1.8,Forced Induction,Gas,DOHC
3900,tesla,9,3.6,Naturally Aspirated,Diesel,SOHC
3901,harley-davidson,7,2.8000000000000003,Naturally Aspirated,Diesel,SOHC
3902,rover,5,2.25,Naturally Aspirated,Hybrid,OHV
3903,aston-martin,4,2.0,Naturally Aspirated,Gas,SOHC
3904,bmw,8,4.4,Forced Induction,Diesel,DOHC
3905,tesla,12,6.0,Forced Induction,Hybrid,SOHC
3908,ferrari,4,1.6,Forced Induction,Gas,SOHC
3909,ram,8,3.6,Forced Induction,Diesel,DOHC
3910,alfa-romeo,7,2.8000000000000003,Forced Induction,Gas,OHV
3911,toyota,8,4.4,Forced Induction,Diesel,OHV
3912,bmw,7,3.8500000000000005,Naturally Aspirated,Gas,DOHC
3913,jaguar,9,3.6,Forced Induction,Gas,OHV
3915,rover,10,4.0,Forced Induction,Diesel,DOHC
3916,jaguar,10,5.5,Forced Induction,Gas,DOHC
3917,mini,10,5.0,Forced Induction,Hybrid,DOHC
3918,ford,10,4.0,Forced Induction,Diesel,DOHC
3919,honda,7,3.5,Naturally Aspirated,Hybrid,DOHC
3922,toyota,5,2.25,Naturally Aspirated,Hybrid,OHV
3923,alfa-romeo,7,2.8000000000000003,Naturally Aspirated,Gas,DOHC
3924,ford,7,2.8000000000000003,Naturally Aspirated,Gas,SOHC
3925,buick,7,2.8000000000000003,Naturally Aspirated,Diesel,DOHC
3926,pontiac,6,3.0,Forced Induction,Gas,SOHC
3927,pontiac,10,5.0,Naturally Aspirated,Diesel,SOHC
3928,mercedes-benz,6,3.3000000000000003,Naturally Aspirated,Hybrid,SOHC
3929,audi,6,2.7,Naturally Aspirated,Gas,OHV
3930,alfa-romeo,3,1.2000000000000002,Naturally Aspirated,Diesel,DOHC
3931,ford,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
3933,gmc,9,4.95,Forced Induction,Hybrid,SOHC
3934,buick,11,5.5,Forced Induction,Diesel,SOHC
3935,subaru,5,2.0,Forced Induction,Diesel,DOHC
3936,mercury,4,2.0,Naturally Aspirated,Diesel,SOHC
3937,cadillac,10,4.0,Naturally Aspirated,Diesel,OHV
3938,fiat,10,4.0,Naturally Aspirated,Hybrid,SOHC
3939,mercedes-benz,11,6.050000000000001,Forced Induction,Diesel,DOHC
3940,tesla,11,6.050000000000001,Forced Induction,Gas,DOHC
3941,land rover,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
3942,kia,4,1.6,Naturally Aspirated,Hybrid,SOHC
3943,ram,12,6.0,Naturally Aspirated,Diesel,SOHC
3944,toyota,6,3.0,Forced Induction,Diesel,OHV
3945,nissan,7,3.8500000000000005,Naturally Aspirated,Hybrid,OHV
3946,acura,6,2.4000000000000004,Naturally Aspirated,Diesel,SOHC
3947,mercury,6,2.4000000000000004,Naturally Aspirated,Gas,OHV
3948,ford,10,4.5,Naturally Aspirated,Diesel,DOHC
3949,ford,9,4.05,Forced Induction,Gas,OHV
3950,kia,12,5.4,Naturally Aspirated,Diesel,OHV
3951,tesla,5,2.0,Forced Induction,Diesel,OHV
3952,toyota,6,2.4000000000000004,Naturally Aspirated,Diesel,SOHC
3953,hyundai,10,4.5,Naturally Aspirated,Diesel,SOHC
3954,hyundai,8,3.2,Forced Induction,Hybrid,SOHC
3955,chrysler,5,2.5,Forced Induction,Gas,SOHC
3956,toyota,9,4.05,Forced Induction,Gas,OHV
3957,gmc,11,4.95,Forced Induction,Diesel,DOHC
3958,toyota,6,3.3000000000000003,Naturally Aspirated,Gas,OHV
3959,chevrolet,4,1.6,Naturally Aspirated,Gas,OHV
3961,honda,6,2.4000000000000004,Forced Induction,Gas,DOHC
3963,aston-martin,11,5.5,Forced Induction,Diesel,OHV
3966,porsche,8,3.6,Forced Induction,Diesel,OHV
3967,aston-martin,10,4.0,Forced Induction,Hybrid,DOHC
3969,alfa-romeo,5,2.5,Forced Induction,Hybrid,OHV
3970,chrysler,10,5.5,Naturally Aspirated,Gas,SOHC
3972,buick,4,1.8,Naturally Aspirated,Gas,SOHC
3973,lexus,10,5.5,Naturally Aspirated,Diesel,OHV
3974,mercury,3,1.2000000000000002,Forced Induction,Hybrid,OHV
3975,saturn,11,4.4,Forced Induction,Gas,DOHC
3976,cadillac,7,3.15,Naturally Aspirated,Hybrid,OHV
3977,bmw,9,4.95,Forced Induction,Diesel,DOHC
3978,jaguar,12,6.6000000000000005,Forced Induction,Diesel,OHV
3979,ford,9,4.5,Forced Induction,Diesel,SOHC
3980,mini,4,1.8,Naturally Aspirated,Gas,SOHC
3982,dodge,12,5.4,Forced Induction,Gas,OHV
3983,audi,11,5.5,Forced Induction,Gas,DOHC
3984,alfa-romeo,12,6.6000000000000005,Naturally Aspirated,Gas,DOHC
3985,mitsubishi,9,3.6,Naturally Aspirated,Hybrid,OHV
3986,ford,12,6.6000000000000005,Forced Induction,Gas,OHV
3987,jaguar,9,4.95,Naturally Aspirated,Diesel,DOHC
3988,porsche,9,4.05,Forced Induction,Hybrid,OHV
3989,saturn,12,4.800000000000001,Naturally Aspirated,Gas,SOHC
3991,bmw,12,5.4,Naturally Aspirated,Hybrid,SOHC
3992,chrysler,4,2.2,Forced Induction,Hybrid,DOHC
3994,ram,4,1.6,Naturally Aspirated,Gas,SOHC
3995,volkswagen,4,1.6,Forced Induction,Gas,SOHC
3996,porsche,11,6.050000000000001,Forced Induction,Hybrid,OHV
3997,volkswagen,6,2.4000000000000004,Naturally Aspirated,Gas,SOHC
3998,jeep,12,4.800000000000001,Naturally Aspirated,Hybrid,SOHC
4000,ferrari,5,2.25,Naturally Aspirated,Diesel,DOHC
4001,gmc,8,4.4,Forced Induction,Diesel,DOHC
4002,fiat,8,4.0,Forced Induction,Gas,SOHC
4003,hyundai,11,6.050000000000001,Naturally Aspirated,Gas,DOHC
4005,honda,11,4.4,Forced Induction,Diesel,SOHC
4006,volkswagen,7,2.8000000000000003,Forced Induction,Gas,SOHC
4007,cadillac,10,5.0,Naturally Aspirated,Hybrid,SOHC
4008,ram,12,6.6000000000000005,Naturally Aspirated,Hybrid,SOHC
4009,lincoln,8,3.2,Forced Induction,Gas,OHV
4010,land rover,5,2.75,Forced Induction,Diesel,OHV
4011,volkswagen,6,3.3000000000000003,Naturally Aspirated,Gas,OHV
4012,infiniti,11,5.5,Naturally Aspirated,Gas,OHV
4013,chevrolet,10,5.5,Naturally Aspirated,Hybrid,DOHC
4014,tesla,4,1.8,Forced Induction,Diesel,DOHC
4016,mercedes-benz,12,6.6000000000000005,Naturally Aspirated,Diesel,SOHC
4017,harley-davidson,10,4.5,Naturally Aspirated,Diesel,SOHC
4018,cadillac,8,4.4,Forced Induction,Gas,SOHC
4020,chevrolet,3,1.5,Forced Induction,Gas,OHV
4021,volvo,9,4.95,Forced Induction,Hybrid,OHV
4023,nissan,3,1.5,Forced Induction,Hybrid,SOHC
4024,ford,8,4.4,Forced Induction,Diesel,OHV
4025,mercedes-benz,4,2.0,Forced Induction,Gas,SOHC
4026,jeep,11,4.95,Forced Induction,Hybrid,DOHC
4027,hyundai,7,3.5,Naturally Aspirated,Diesel,SOHC
4028,ferrari,5,2.5,Naturally Aspirated,Hybrid,DOHC
4029,porsche,5,2.0,Forced Induction,Hybrid,OHV
4030,porsche,4,2.0,Naturally Aspirated,Diesel,DOHC
4031,rover,11,6.050000000000001,Forced Induction,Hybrid,SOHC
4034,mercedes-benz,8,4.0,Naturally Aspirated,Diesel,OHV
4035,infiniti,7,3.15,Naturally Aspirated,Diesel,DOHC
4036,lexus,11,4.95,Naturally Aspirated,Gas,DOHC
4037,mercedes-benz,6,2.7,Forced Induction,Diesel,OHV
4038,harley-davidson,10,5.0,Naturally Aspirated,Hybrid,DOHC
4039,harley-davidson,4,1.8,Forced Induction,Hybrid,SOHC
4040,infiniti,12,4.800000000000001,Forced Induction,Diesel,SOHC
4042,bmw,5,2.5,Forced Induction,Diesel,DOHC
4043,saturn,3,1.5,Naturally Aspirated,Diesel,SOHC
4044,infiniti,3,1.2000000000000002,Naturally Aspirated,Hybrid,OHV
4045,toyota,11,5.5,Naturally Aspirated,Hybrid,OHV
4046,dodge,11,4.4,Forced Induction,Gas,OHV
4047,gmc,4,2.2,Forced Induction,Hybrid,OHV
4048,audi,11,4.4,Forced Induction,Diesel,DOHC
4049,bmw,6,3.3000000000000003,Naturally Aspirated,Gas,OHV
4050,infiniti,8,3.2,Naturally Aspirated,Hybrid,DOHC
4051,chevrolet,3,1.5,Forced Induction,Hybrid,DOHC
4053,mitsubishi,7,2.8000000000000003,Forced Induction,Diesel,SOHC
4054,volvo,5,2.25,Naturally Aspirated,Hybrid,SOHC
4055,mercedes-benz,3,1.35,Forced Induction,Gas,OHV
4056,harley-davidson,3,1.5,Naturally Aspirated,Diesel,DOHC
4057,toyota,4,2.0,Naturally Aspirated,Hybrid,SOHC
4058,porsche,12,4.800000000000001,Naturally Aspirated,Diesel,DOHC
4059,mazda,9,4.05,Forced Induction,Hybrid,SOHC
4060,ferrari,12,6.0,Naturally Aspirated,Diesel,OHV
4061,ferrari,3,1.35,Forced Induction,Diesel,SOHC
4062,lexus,4,2.0,Forced Induction,Hybrid,DOHC
4063,porsche,12,5.4,Forced Induction,Hybrid,OHV
4065,acura,10,4.5,Forced Induction,Diesel,DOHC
4067,acura,5,2.0,Naturally Aspirated,Diesel,SOHC
4068,tesla,9,3.6,Forced Induction,Diesel,OHV
4069,hyundai,8,4.4,Naturally Aspirated,Hybrid,DOHC
4070,jeep,11,5.5,Forced Induction,Diesel,OHV
4071,lexus,8,4.0,Naturally Aspirated,Diesel,SOHC
4072,saturn,6,3.0,Forced Induction,Diesel,DOHC
4073,subaru,9,4.5,Forced Induction,Hybrid,SOHC
4074,honda,9,4.5,Naturally Aspirated,Gas,OHV
4075,buick,4,1.6,Naturally Aspirated,Diesel,OHV
4076,infiniti,10,5.0,Naturally Aspirated,Gas,DOHC
4077,rover,8,4.4,Naturally Aspirated,Gas,SOHC
4078,aston-martin,7,3.5,Naturally Aspirated,Gas,DOHC
4079,harley-davidson,7,3.5,Naturally Aspirated,Hybrid,OHV
4080,lincoln,11,4.95,Naturally Aspirated,Diesel,DOHC
4082,mitsubishi,12,6.6000000000000005,Naturally Aspirated,Gas,DOHC
4083,ram,6,3.3000000000000003,Naturally Aspirated,Diesel,DOHC
4084,ferrari,8,4.4,Forced Induction,Gas,DOHC
4085,honda,7,3.5,Forced Induction,Gas,SOHC
4086,buick,8,3.6,Naturally Aspirated,Gas,SOHC
4087,ferrari,9,3.6,Naturally Aspirated,Gas,OHV
4088,chevrolet,10,5.0,Naturally Aspirated,Hybrid,SOHC
4089,dodge,8,3.2,Forced Induction,Diesel,SOHC
4090,chrysler,12,6.0,Forced Induction,Diesel,SOHC
4091,dodge,3,1.6500000000000001,Forced Induction,Hybrid,OHV
4092,ferrari,7,3.8500000000000005,Naturally Aspirated,Gas,OHV
4093,aston-martin,10,5.5,Forced Induction,Hybrid,OHV
4095,tesla,5,2.0,Forced Induction,Gas,DOHC
4096,toyota,7,2.8000000000000003,Forced Induction,Gas,SOHC
4097,buick,11,5.5,Forced Induction,Diesel,OHV
4098,nissan,10,5.0,Forced Induction,Diesel,SOHC
4099,hyundai,6,3.0,Forced Induction,Hybrid,DOHC
4100,jeep,4,1.8,Forced Induction,Diesel,DOHC
4101,lexus,9,4.05,Naturally Aspirated,Gas,OHV
4102,subaru,9,3.6,Naturally Aspirated,Hybrid,SOHC
4103,jaguar,10,4.0,Naturally Aspirated,Diesel,DOHC
4104,buick,4,2.2,Forced Induction,Diesel,DOHC
4105,volkswagen,11,4.4,Forced Induction,Diesel,SOHC
4106,gmc,9,4.05,Forced Induction,Gas,DOHC
4107,nissan,4,2.2,Naturally Aspirated,Gas,SOHC
4108,volkswagen,4,2.0,Naturally Aspirated,Hybrid,OHV
4109,buick,6,2.4000000000000004,Forced Induction,Diesel,DOHC
4110,chevrolet,4,2.0,Naturally Aspirated,Diesel,DOHC
4111,dodge,3,1.2000000000000002,Forced Induction,Gas,DOHC
4112,porsche,8,4.0,Forced Induction,Gas,OHV
4113,pontiac,12,5.4,Naturally Aspirated,Gas,SOHC
4115,acura,6,3.0,Forced Induction,Hybrid,SOHC
4116,chrysler,9,4.05,Forced Induction,Gas,DOHC
4117,gmc,3,1.6500000000000001,Naturally Aspirated,Gas,SOHC
4118,chevrolet,10,5.0,Forced Induction,Gas,DOHC
4119,gmc,11,5.5,Forced Induction,Gas,OHV
4120,hyundai,10,4.0,Naturally Aspirated,Diesel,OHV
4122,audi,11,6.050000000000001,Naturally Aspirated,Diesel,DOHC
4123,land rover,12,6.6000000000000005,Forced Induction,Diesel,OHV
4124,bmw,11,4.95,Naturally Aspirated,Diesel,SOHC
4125,mitsubishi,8,3.6,Forced Induction,Hybrid,SOHC
4126,bmw,6,2.7,Naturally Aspirated,Gas,OHV
4127,chrysler,12,4.800000000000001,Naturally Aspirated,Diesel,OHV
4128,chrysler,10,4.5,Forced Induction,Hybrid,DOHC
4131,acura,12,5.4,Forced Induction,Diesel,SOHC
4132,chrysler,4,2.0,Forced Induction,Gas,DOHC
4133,harley-davidson,12,5.4,Naturally Aspirated,Gas,OHV
4134,pontiac,10,4.0,Naturally Aspirated,Gas,SOHC
4135,datsun,9,4.5,Forced Induction,Diesel,OHV
4137,gmc,9,4.5,Forced Induction,Gas,SOHC
4139,lexus,3,1.5,Naturally Aspirated,Gas,OHV
4140,alfa-romeo,3,1.35,Forced Induction,Gas,OHV
4141,land rover,9,4.5,Naturally Aspirated,Diesel,OHV
4142,saturn,7,3.15,Forced Induction,Gas,DOHC
4143,mitsubishi,5,2.75,Forced Induction,Gas,SOHC
4144,lincoln,5,2.75,Naturally Aspirated,Gas,DOHC
4145,pontiac,8,3.2,Naturally Aspirated,Gas,SOHC
4146,honda,5,2.25,Naturally Aspirated,Gas,OHV
4147,honda,5,2.5,Naturally Aspirated,Diesel,SOHC
4148,acura,6,3.0,Naturally Aspirated,Gas,OHV
4150,land rover,11,4.4,Forced Induction,Hybrid,OHV
4151,land rover,5,2.0,Naturally Aspirated,Diesel,SOHC
4152,subaru,6,2.7,Naturally Aspirated,Gas,DOHC
4153,subaru,3,1.5,Forced Induction,Hybrid,OHV
4154,infiniti,5,2.25,Naturally Aspirated,Diesel,DOHC
4155,infiniti,12,6.6000000000000005,Naturally Aspirated,Diesel,SOHC
4156,mercedes-benz,6,2.7,Forced Induction,Hybrid,OHV
4157,ford,7,3.8500000000000005,Forced Induction,Hybrid,SOHC
4158,ford,8,4.0,Naturally Aspirated,Diesel,OHV
4159,aston-martin,3,1.35,Naturally Aspirated,Hybrid,DOHC
4160,buick,4,2.0,Naturally Aspirated,Hybrid,DOHC
4161,hyundai,9,4.95,Naturally Aspirated,Gas,DOHC
4162,mercury,10,4.0,Forced Induction,Hybrid,SOHC
4163,dodge,10,5.5,Forced Induction,Hybrid,DOHC
4164,mitsubishi,3,1.5,Naturally Aspirated,Hybrid,DOHC
4165,chevrolet,3,1.35,Forced Induction,Gas,OHV
4166,alfa-romeo,4,1.8,Forced Induction,Hybrid,DOHC
4168,nissan,5,2.5,Forced Induction,Hybrid,DOHC
4169,kia,11,6.050000000000001,Naturally Aspirated,Hybrid,SOHC
4171,rover,5,2.5,Forced Induction,Gas,SOHC
4172,infiniti,10,5.0,Naturally Aspirated,Hybrid,OHV
4173,saturn,5,2.75,Forced Induction,Hybrid,SOHC
4174,hyundai,12,6.0,Naturally Aspirated,Hybrid,SOHC
4175,ram,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
4176,porsche,3,1.2000000000000002,Forced Induction,Hybrid,DOHC
4177,cadillac,10,4.0,Naturally Aspirated,Gas,DOHC
4179,mini,6,3.0,Forced Induction,Gas,DOHC
4180,fiat,10,4.5,Naturally Aspirated,Diesel,OHV
4181,nissan,11,6.050000000000001,Forced Induction,Diesel,DOHC
4182,ford,6,2.7,Naturally Aspirated,Diesel,DOHC
4183,cadillac,10,5.5,Forced Induction,Hybrid,DOHC
4184,dodge,4,2.0,Forced Induction,Hybrid,SOHC
4188,land rover,5,2.0,Forced Induction,Gas,SOHC
4189,dodge,7,3.5,Naturally Aspirated,Gas,OHV
4190,nissan,9,4.95,Naturally Aspirated,Hybrid,SOHC
4192,volvo,10,5.5,Naturally Aspirated,Diesel,SOHC
4193,mitsubishi,3,1.35,Forced Induction,Diesel,SOHC
4194,rover,11,4.4,Naturally Aspirated,Hybrid,DOHC
4195,aston-martin,11,5.5,Naturally Aspirated,Diesel,DOHC
4196,ferrari,9,4.5,Naturally Aspirated,Hybrid,SOHC
4197,tesla,9,4.95,Forced Induction,Diesel,SOHC
4198,gmc,11,4.4,Naturally Aspirated,Gas,OHV
4200,chrysler,12,5.4,Naturally Aspirated,Gas,SOHC
4201,rover,5,2.75,Forced Induction,Hybrid,DOHC
4202,honda,6,2.7,Naturally Aspirated,Diesel,OHV
4203,mazda,11,6.050000000000001,Forced Induction,Gas,SOHC
4204,tesla,5,2.25,Naturally Aspirated,Gas,OHV
4205,rover,9,4.5,Naturally Aspirated,Hybrid,OHV
4206,ferrari,9,4.95,Naturally Aspirated,Hybrid,OHV
4208,infiniti,11,4.95,Forced Induction,Gas,OHV
4209,subaru,5,2.0,Naturally Aspirated,Diesel,OHV
4210,chrysler,11,4.4,Forced Induction,Hybrid,OHV
4211,chrysler,4,2.2,Forced Induction,Gas,OHV
4212,saturn,4,1.6,Naturally Aspirated,Diesel,DOHC
4213,chevrolet,8,4.4,Naturally Aspirated,Diesel,SOHC
4214,tesla,11,4.95,Naturally Aspirated,Diesel,SOHC
4215,pontiac,11,5.5,Forced Induction,Hybrid,DOHC
4216,volkswagen,12,5.4,Forced Induction,Gas,SOHC
4217,mazda,5,2.5,Naturally Aspirated,Diesel,OHV
4219,buick,11,6.050000000000001,Naturally Aspirated,Hybrid,OHV
4220,honda,3,1.2000000000000002,Naturally Aspirated,Hybrid,DOHC
4221,ford,5,2.0,Naturally Aspirated,Diesel,DOHC
4222,dodge,12,4.800000000000001,Naturally Aspirated,Hybrid,SOHC
4223,honda,10,4.0,Naturally Aspirated,Hybrid,OHV
4224,mitsubishi,11,6.050000000000001,Naturally Aspirated,Diesel,SOHC
4225,datsun,9,4.95,Naturally Aspirated,Hybrid,DOHC
4226,bmw,5,2.0,Naturally Aspirated,Hybrid,OHV
4227,mazda,9,4.05,Forced Induction,Gas,DOHC
4229,bmw,9,4.95,Naturally Aspirated,Gas,DOHC
4231,datsun,4,1.8,Naturally Aspirated,Gas,DOHC
4232,volvo,12,6.6000000000000005,Forced Induction,Hybrid,DOHC
4233,jeep,7,3.8500000000000005,Naturally Aspirated,Gas,DOHC
4234,ferrari,8,3.6,Forced Induction,Gas,DOHC
4235,toyota,9,4.05,Forced Induction,Hybrid,DOHC
4236,mercedes-benz,6,2.4000000000000004,Naturally Aspirated,Gas,OHV
4237,audi,6,2.7,Forced Induction,Diesel,DOHC
4238,porsche,3,1.5,Forced Induction,Hybrid,DOHC
4239,rover,11,6.050000000000001,Naturally Aspirated,Hybrid,DOHC
4240,acura,6,3.3000000000000003,Naturally Aspirated,Gas,OHV
4241,acura,3,1.35,Naturally Aspirated,Gas,SOHC
4242,aston-martin,11,5.5,Naturally Aspirated,Gas,SOHC
4243,gmc,9,4.05,Naturally Aspirated,Gas,SOHC
4244,subaru,11,4.95,Forced Induction,Gas,DOHC
4245,volvo,5,2.75,Forced Induction,Hybrid,DOHC
4246,mini,9,3.6,Naturally Aspirated,Diesel,SOHC
4247,mini,4,1.8,Naturally Aspirated,Gas,DOHC
4248,buick,10,4.5,Naturally Aspirated,Gas,OHV
4249,chevrolet,4,1.6,Forced Induction,Hybrid,DOHC
4250,subaru,5,2.25,Naturally Aspirated,Gas,DOHC
4251,ferrari,12,5.4,Naturally Aspirated,Hybrid,SOHC
4254,subaru,11,4.4,Forced Induction,Hybrid,OHV
4256,lexus,12,4.800000000000001,Naturally Aspirated,Diesel,SOHC
4257,porsche,11,4.4,Forced Induction,Hybrid,DOHC
4258,mercury,9,4.05,Naturally Aspirated,Diesel,DOHC
4259,fiat,5,2.75,Forced Induction,Hybrid,OHV
4260,saturn,6,3.0,Naturally Aspirated,Hybrid,SOHC
4261,audi,9,4.95,Naturally Aspirated,Hybrid,SOHC
4262,harley-davidson,5,2.75,Forced Induction,Diesel,SOHC
