carid,make,model,year,transmissionid,engineid
44337,gmc,denali,2006.0,5,5
44338,jeep,wrangler rubicon (tj),2004.0,1,2
44339,volkswagen,tiguan sel 4motion,2013.0,15,16
44340,nissan,versa note sl,2015.0,9,11
44341,kia,optioma,2016.0,7,9
44342,ford,f-350 super duty,1994.0,15,8
44343,dodge,grand caravan crew,2013.0,19,9
44344,ford,escape ltd,2012.0,12,9
44345,ford,escape se,2011.0,11,1
44346,ram,2500 super duty,2014.0,7,6
44347,mercury,cougar ls,1987.0,12,5
44348,chevrolet,7500 dump,1997.0,15,15
44349,chevrolet,venture passenger,2005.0,7,14
44350,chevrolet,corvette lt2,2012.0,11,2
44351,gmc,sierra 3500hd c/c dump,2008.0,3,4
44352,dodge,dakota slt,1996.0,13,3
44353,chevrolet,silverado 2500hd high,2017.0,7,6
44354,honda,fit ex sport,2010.0,7,0
44355,volkswagen,tiguan se,2016.0,16,0
44356,jeep,grand cherokee 5.7,2007.0,13,2
44357,audi,a6 3.2,2008.0,5,15
44358,lincoln,mkt,2015.0,15,5
44359,gmc,sierra xlt crew,2012.0,13,12
44360,mitsubishi,fuso fe160,2013.0,13,1
44361,mitsubishi,fuso fe160,2016.0,7,16
44362,nissan,titan sv,2012.0,16,8
44363,honda,pilot exl,2017.0,4,7
44364,jeep,compass 4x4 limited,2007.0,19,14
44365,ford,t 250,2019.0,10,11
44366,ford,fiesta ses hatchback,2011.0,10,11
44367,cadillac,coupe deville,1978.0,18,17
44368,acura,tsx tech package,2010.0,1,13
44369,jeep,cj-5,1975.0,14,19
44370,gmc,sierra 2500hr,2015.0,9,17
44371,chevrolet,silveradoo 1500,2016.0,19,16
44372,dodge,durango subn,2008.0,18,6
44373,honda,civic si coupe,2018.0,2,0
44374,cadillac,escalade hybrid,2012.0,12,5
44375,gmc,acadia awd,2012.0,1,19
44376,chevrolet,2500hd,2016.0,7,15
44377,toyota,supra a91,2021.0,10,18
44378,bmw,7 series 740li xdrive sedan,2015.0,19,10
44379,chevrolet,express 3500,2013.0,7,14
44380,mercury,sable,1990.0,10,11
44381,subaru,forester 2.5x premium,2012.0,12,16
44382,chevrolet,corvette,1967.0,7,7
44383,ram,3500,1994.0,10,8
44384,mazda,cx9,2016.0,2,18
44385,ford,super duty f-450,2000.0,10,2
44386,ram,2500 crew cab,2010.0,7,14
44387,mercury,comet,1964.0,16,0
44388,ford,f-250 plow truck,1988.0,10,6
44389,ford,e150,2002.0,13,7
44390,toyota,prius v hybrid,2012.0,15,15
44391,gmc,yukonslt,2007.0,11,3
44392,gmc,sierra sle 4x4,2010.0,1,6
44393,mercedes-benz,benz e500 awd sedan,2004.0,0,16
44394,dodge,avenger rt,2010.0,12,16
44395,subaru,outback sedan,2007.0,8,12
44396,ford,thunderbird tudor,1964.0,13,2
44397,cadillac,ats,2020.0,16,2
44398,acura,mdx sh awd,2014.0,0,10
44399,ford,f-350 sd,2014.0,1,6
44400,kia,sorrento lx,2017.0,2,1
44401,chevrolet,traverse lt awd,2009.0,10,14
44402,gmc,sierra 1500 work truck,2012.0,14,1
44403,ram,1500 laramie longhorn,2017.0,19,8
44404,jeep,cherokee laredo,2018.0,5,10
44405,toyota,rav4 le awd,2014.0,11,15
44406,mercury,montego,1974.0,20,3
44407,cadillac,deville,1970.0,6,8
44408,dodge,durango sxt,2018.0,3,11
44409,ram,3500 dually diesel 4x4,2020.0,19,1
44410,ford,granada,1979.0,11,0
44411,ford,torino gt,1970.0,12,13
44412,chevrolet,captiva lt,2015.0,12,15
44413,lincoln,mks,2016.0,13,8
44414,honda,crvlx,2012.0,0,1
44415,bmw,7 series 740li xdrive sedan,2014.0,2,15
44416,subaru,legacy 3.0r,2008.0,17,3
44417,toyota,highlander le,2015.0,11,4
44418,toyota,tacoma sr5,2004.0,15,5
44419,gmc,sierra 3500hd,1995.0,15,14
44420,chevrolet,6400,1954.0,6,6
44421,pontiac,grandville convertible,1975.0,17,10
44422,bmw,328xi,2015.0,8,19
44423,ford,focus se sedan,2009.0,16,14
44424,nissan,pathfinder se,2008.0,5,8
44425,chevrolet,silverado 2500hd duramax,2002.0,10,13
44426,ford,escape limited xlt 4wd,2007.0,3,1
44427,audi,a8l,2003.0,10,5
44428,subaru,forester premium,2012.0,9,5
44429,chevrolet,2500,2007.0,6,12
44430,subaru,legacy se,2007.0,18,0
44431,pontiac,vibe hatch,2009.0,3,6
44432,nissan,frontier crew cab pro-4x,2012.0,2,15
44433,ford,f150 triton,2005.0,12,4
44434,buick,encore premium,2017.0,13,5
44435,jeep,willeys,1948.0,20,0
44436,ford,f-150 super cab xlt,2008.0,1,11
44437,cadillac,coupe deville,1981.0,8,6
44438,volvo,c70,2013.0,17,14
44439,ford,f550 4x4,2002.0,17,10
44440,subaru,outback sport,2010.0,0,7
44441,subaru,outback premium,2012.0,6,10
44442,bmw,x5 xdrive35i,2018.0,11,14
44443,ford,e-450 super duty,2006.0,7,4
44444,mercedes-benz,glc300 4matic,2020.0,13,15
44445,subaru,legacy 3.6r limited awd,2012.0,14,0
44446,bmw,320i xdrive sedan,2015.0,3,16
44447,kia,sportage awd,2005.0,6,20
44448,audi,a6 3.0t,2014.0,13,12
44449,hyundai,veloster coupe 3d,2015.0,3,2
44450,chevrolet,suburban 1500 lt,2008.0,2,12
44451,gmc,acadia slt1,2018.0,5,1
44452,toyota,sienna limited premium,2008.0,20,11
44453,dodge,ramcharger,1991.0,9,20
44454,nissan,frontiersv 4x4 xtra cab,2012.0,14,17
44455,ford,edge se awd,2008.0,19,17
44456,ram,1500 megacab slt,2007.0,5,6
44457,chevrolet,silverado z-71 4x4,2011.0,14,13
44458,ford,expedition limited awd,2014.0,14,6
44459,kia,sorrento awd lx,2015.0,7,5
44460,ram,3500 diesel dually,2014.0,16,2
44461,subaru,forester limited awd,2019.0,2,13
44462,chrysler,town and country tourin,2014.0,16,13
44463,ford,f150 xlt supercrew 4x4,2013.0,7,8
44464,cadillac,ats luxury awd,2013.0,6,18
44465,ford,e350 van,2003.0,15,5
44466,chevrolet,camaro lt convertible,2015.0,12,18
44467,honda,crv exl,2012.0,17,16
44468,gmc,c7500 7h2,2002.0,4,13
44469,chevrolet,impala lt 2013,2013.0,2,1
44470,chevrolet,avalanche z71,2010.0,0,14
44471,gmc,1500 sierra,2011.0,15,19
44472,honda,crv exl 4wd,2014.0,10,2
44473,ford,taurus sel awd,2008.0,20,8
44474,ford,mustang mach1,2004.0,12,6
44475,chevrolet,3500,2005.0,20,11
44476,ford,f350 super duty 4x4,2001.0,8,1
44477,ford,taurus sel awd,2017.0,19,6
44478,chevrolet,2500,2003.0,3,16
44479,volkswagen,vanagon westfalia,1988.0,10,20
44480,toyota,tundra (4.7l),2007.0,20,6
44481,chevrolet,corvette convertible,1962.0,11,11
44482,cadillac,xt5 premium luxury,2019.0,17,12
44483,lexus,sc430,2004.0,11,5
44484,buick,verano convenience,2015.0,12,3
44485,volkswagen,bug,1971.0,20,15
44486,toyota,highlander 4x4,2010.0,16,7
44487,kia,soul bluetooth power window,2013.0,20,9
44488,cadillac,deville,1987.0,10,11
44489,subaru,crosstrek 2.0i premium,2013.0,6,8
44490,gmc,terrain sle backup cam,2015.0,14,17
44491,subaru,legacy sedan awd,2004.0,1,12
44492,ford,e-250 extended van,2011.0,10,19
44493,kia,rio lx sedan 4d,2012.0,5,4
44494,honda,crv ex awd,2010.0,10,15
44495,toyota,landcruiser,1994.0,14,7
44496,honda,prelude si,1989.0,4,15
44497,nissan,centra s,2005.0,0,14
44498,chevrolet,3100 pickup,1956.0,5,16
44499,toyota,2 door echo,2000.0,17,0
44500,volkswagen,golf,2004.0,3,12
44501,ford,galaxie 500,1965.0,13,1
44502,chevrolet,1500 plow truck 4x4,1997.0,17,18
44503,buick,regal limited,1986.0,3,11
44504,volkswagen,passat tdi,2005.0,12,13
44505,nissan,sentra 2.0 sl,2012.0,5,20
44506,toyota,camry le 2.4l,2003.0,14,10
44507,volvo,xc70,2016.0,8,1
44508,mitsubishi,outlander sport,2010.0,3,20
44509,lexus,lx 570,2021.0,11,18
44510,chevrolet,cruze lt w/1lt full p,2012.0,13,18
44511,nissan,altima 2.5 s bluetooth f,2013.0,4,6
44512,mercedes-benz,benz ml320 4matic,1999.0,19,18
44513,chevrolet,camaro z28,1990.0,13,8
44514,honda,accord ex v6,2009.0,16,13
44515,ford,escort,2000.0,8,7
44516,subaru,forester 2.5x premium awd,2010.0,18,1
44517,pontiac,bonneville,1962.0,6,14
44518,lincoln,continental sedan,1967.0,5,7
44519,toyota,camry se v6,2006.0,19,18
44520,chevrolet,express 3500 box truck,2016.0,6,19
44521,ford,"escape-se, 4wd",2016.0,17,13
44522,subaru,forester awd,2005.0,13,7
44523,hyundai,equus,2013.0,14,12
44524,gmc,acadia sle-1,2018.0,20,18
44525,lexus,gs 350 awd,2015.0,7,15
44526,volvo,850,1996.0,17,8
44527,acura,mdx awd,2013.0,15,6
44528,infiniti,qx56 7-passenger,2011.0,2,15
44529,chevrolet,conversion van,2021.0,1,15
44530,audi,a8l quattro,2019.0,1,20
44531,dodge,nitro slt 4x4,2008.0,5,9
44532,audi,q7 3.0 premium plus,2018.0,9,13
44533,nissan,frontier pro-4x,2012.0,5,11
44534,volvo,s80 t6 awd,2010.0,9,9
44535,ford,f-150 extended cab 4x4,2014.0,18,18
44536,audi,a4 premium plus,2011.0,12,10
44537,honda,accord se,2004.0,20,11
44538,bmw,x1,2019.0,1,18
44539,chevrolet,citation,1981.0,10,12
44540,nissan,armada platinum nav head,2014.0,12,15
44541,infiniti,g37x,2007.0,18,0
44542,pontiac,grand prix,1986.0,7,8
44543,cadillac,cts sedan luxury heate,2013.0,13,14
44544,buick,century limited,2004.0,1,19
44545,audi,s4 cabriolet,2006.0,17,16
44546,ford,f250hd,1996.0,20,6
44547,pontiac,trans am ws6,1997.0,4,9
44548,ford,mustang gt shelby edition,2007.0,18,17
44549,chevrolet,g10,1967.0,16,18
44550,volkswagen,golf sportwagen s,2017.0,7,11
44551,ford,focus zx4 se,2006.0,15,17
44552,audi,a4 quattro premium,2014.0,13,10
44553,subaru,forester premium,2015.0,20,11
44554,toyota,scion xd,2010.0,20,6
44555,volvo,xc70 t6 awd,2012.0,19,3
44556,volkswagen,passat se tdi diesel,2013.0,9,20
44557,volkswagen,passat sel tdi,2013.0,20,11
44558,mercedes-benz,benz,2009.0,14,6
44559,chevrolet,silverado 1500 z71,1997.0,15,19
44560,chevrolet,corvette c4,1986.0,13,9
44561,chevrolet,panel,1930.0,8,20
44562,infiniti,ex35 journey,2011.0,7,1
44563,volvo,s70 glt,1999.0,2,3
44564,ford,e450 cube van,2007.0,11,16
44565,nissan,altima 2.5 s sedan 4d,2012.0,8,3
44566,infiniti,gx37,2012.0,8,9
44567,chrysler,town & country lx,2004.0,20,3
44568,bmw,335xi,2011.0,11,3
44569,audi,tts,2018.0,10,16
44570,subaru,outback sport,2001.0,11,10
44571,chevrolet,cobalt lt 2.2,2008.0,5,16
44572,toyota,landcruier,1994.0,14,17
44573,ford,galaxy,1963.0,6,17
44574,chevrolet,camaro rs,1970.0,13,11
44575,dodge,coronet r/t,1967.0,12,12
44576,jaguar,super v8,2005.0,2,16
44577,jeep,cherokee,2004.0,14,9
44578,lexus,sc430 convertible,2008.0,17,2
44579,gmc,sierra 3500,1990.0,12,14
44580,ford,f150 regular cab,2012.0,15,3
44581,tesla,s,2016.0,8,17
44582,toyota,rav4 limited heated leat,2012.0,10,0
44583,mercedes-benz,300sd,1983.0,9,11
44584,mercedes-benz,benz ml350 awd,2013.0,11,15
44585,saturn,sl,2000.0,17,13
44586,chevrolet,chevelle concours,1969.0,1,7
44587,ram,1500 night,2018.0,10,6
44588,ram,crew cab 4x4,2012.0,0,13
44589,hyundai,sante fe,2012.0,9,8
44590,volvo,xc60 3.2 awd,2011.0,4,16
44591,jaguar,xj8 sport,2003.0,4,16
44592,hyundai,tiburon gt v6,2007.0,19,13
44593,chevrolet,p30,1999.0,20,8
44594,honda,civic hybrid,2013.0,12,4
44595,cadillac,fleetwood,1996.0,0,2
44596,nissan,murano sl awd,2014.0,2,10
44597,gmc,sierra 1500 sle,2006.0,0,12
44598,nissan,juke sl,2014.0,12,18
44599,subaru,legacy limited,2014.0,9,19
44600,chevrolet,express 2500 cargo van,2007.0,16,1
44601,buick,gs,1965.0,6,3
44602,honda,ridgeline rtl 4wd,2008.0,17,0
44603,ford,convt,1936.0,13,8
44604,volvo,xc70 3.2 awd premier pzev,2012.0,8,3
44605,gmc,savana 3500 box truck,1999.0,16,17
44606,volkswagen,golf sportwagen sel,2016.0,6,16
44607,ram,cv,2014.0,20,9
44608,gmc,c7500,2005.0,20,14
44609,ford,f700,1980.0,8,10
44610,mini,cooper hatchback,2005.0,8,13
44611,gmc,terrain denali,2016.0,3,14
44612,mercury,milan v6 premier awd,2009.0,20,9
44613,audi,q7 tdi,2013.0,9,20
44614,mini,cooper countryman s all4,2013.0,12,4
44615,jaguar,xj,1986.0,20,17
44616,subaru,forester awd,2014.0,15,0
44617,bmw,z4 3.0i,2011.0,20,15
44618,nissan,murano sv,2016.0,20,5
44619,audi,s4 convertible,2004.0,15,6
44620,ford,flex,2007.0,7,10
44621,cadillac,cts v,2011.0,9,15
44622,ford,fairlane,1957.0,13,1
44623,mazda,mazda3 i sport,2014.0,8,14
44624,subaru,legacy 2.5i limited,2009.0,7,14
44625,chevrolet,3500 ls crew cab,2000.0,7,7
44626,lincoln,mark lt crew cab pickup,2007.0,13,8
44627,chevrolet,g series,2002.0,6,11
44628,bmw,z3 roadster,1998.0,5,9
44629,chevrolet,sedan,2007.0,3,17
44630,volkswagen,passat sel tdi,2012.0,9,0
44631,ford,fiesta se hatchback,2013.0,8,7
44632,subaru,forester xs,2007.0,19,2
44633,cadillac,eldorado convertible,1971.0,19,11
44634,mercedes-benz,benz sl500,1992.0,8,13
44635,volvo,v50 t5,2011.0,5,12
44636,dodge,b3b,1952.0,1,2
44637,gmc,k20,1977.0,17,3
44638,lexus,is250 awd,2008.0,19,12
44639,lexus,gx 460 4x4,2014.0,20,16
44640,lexus,ls460 awd,2009.0,9,15
44641,chevrolet,tahoe lt heated leath,2015.0,18,20
44642,gmc,sonoma,1991.0,13,17
44643,chevrolet,bonanza,1976.0,13,5
44644,honda,accord 2006,2006.0,2,10
44645,mini,cooper hachback,2013.0,15,11
44646,dodge,plymouth,1970.0,0,1
44647,subaru,outback awd limited,2015.0,1,11
44648,bmw,135i convertible,2012.0,2,12
44649,nissan,versa special edition,2012.0,5,11
44650,mini,cooper clubman s edition,2016.0,11,12
44651,hyundai,sonata liited hybrid,2015.0,5,13
44652,chevrolet,spark hatchback,2015.0,3,4
44653,subaru,impreza awd premium wagon,2014.0,9,5
44654,honda,accord lx sedan,2015.0,7,3
44655,subaru,impreza sport limited awd,2016.0,20,13
44656,mitsubishi,mirage g4 sedan,2017.0,4,1
44657,nissan,sentra sv sedan,2019.0,17,4
44658,mitsubishi,mirage hatchback,2017.0,2,14
44659,ram,1500 crew cab express 4x4,2014.0,5,11
44660,ram,1500 quad cab 4x4 slt,2016.0,0,5
44661,ram,1500 crew cab 4x4 big horn,2015.0,13,11
44662,hyundai,tucson suv,2012.0,3,14
44663,chevrolet,equinox ltz awd,2015.0,6,2
44664,nissan,juke s awd suv,2015.0,0,17
44665,mazda,cx-5 awd touring pkg,2014.0,3,17
44666,honda,crv ex awd,2013.0,1,13
44667,nissan,rogue awd 4dr s,2015.0,4,1
44668,nissan,rogue awd sv,2016.0,3,1
44669,ford,4x4 van,1984.0,10,5
44670,gmc,suburban 2500,1998.0,7,20
44671,gmc,sierra 3500 hd,2010.0,7,3
44672,honda,accord se sedan,2011.0,3,13
44673,gmc,savana g2500,1999.0,8,5
44674,ford,f250 xl,2011.0,16,8
44675,chevrolet,silverado k2500,2007.0,9,10
44676,mercury,grand marquis ultimate,2011.0,18,11
44677,chevrolet,suburban lt 4x4,2007.0,16,2
44678,pontiac,trans sport,1995.0,1,12
44679,kia,sorento awd,2013.0,12,12
44680,ram,promaster city cargo,2016.0,19,19
44681,chevrolet,express bus,2005.0,17,10
44682,chevrolet,malibu ls,2006.0,11,11
44683,gmc,sierra 3500hd diesel,2019.0,8,19
44684,ford,explorer awd,2013.0,16,4
44685,gmc,yukon sle 4x4,2016.0,9,15
44686,gmc,yukon xl 1500 slt,2015.0,13,9
44687,ford,f150 super cab xlt,2009.0,18,6
44688,chevrolet,avalanche ls,2012.0,6,18
44689,jeep,wrangler w,2004.0,15,1
44690,jeep,wrangler x 4x4,2004.0,11,2
44691,chevrolet,express cutaway 3500,2016.0,13,4
44692,gmc,c6500,2005.0,10,7
44693,nissan,nv3500hd passenger van,2017.0,10,13
44694,ram,promaster 2500 cargo van,2015.0,18,7
44695,gmc,topkick,1992.0,3,6
44696,mercedes-benz,benz c-280,1995.0,18,1
44697,ford,f59,2012.0,16,20
44698,mercedes-benz,benz sprinter 3500,2010.0,2,2
44699,chevrolet,scottsdale,1990.0,16,13
44700,gmc,sierra c3500,1997.0,13,6
44701,ram,2500 laramie,2005.0,0,8
44702,chevrolet,venture,2002.0,19,14
44703,mercedes-benz,e550,2010.0,4,19
44704,kia,amanti base 4dr sedan,2006.0,2,15
44705,lincoln,town car cartier,1995.0,18,4
44706,ford,escape suv cars,2013.0,18,13
44707,jeep,liberty sport automatic,2011.0,3,14
44708,ford,focus zx3 base,2009.0,17,14
44709,ford,e250 econoline,2001.0,6,3
44710,ram,pickup 4 x 4 crew cab,2003.0,9,17
44711,toyota,tacoma crew cab pickup,2003.0,8,13
44712,ford,econoline,2008.0,10,12
44713,nissan,frontier sv automatic,2011.0,19,13
44714,kia,soul base automatic,2018.0,0,2
44715,subaru,impreza wagon 2.0i premium,2013.0,6,5
44716,dodge,grand caravan sxt automatic,2017.0,16,13
44717,chevrolet,silverado 1500 lt automatic,2011.0,5,8
44718,toyota,rav4 le automatic,2014.0,6,19
44719,chevrolet,cobalt ls automatic,2006.0,18,8
44720,chevrolet,cruze lt automatic,2017.0,17,12
44721,ford,focus se manual,2013.0,0,10
44722,toyota,rav4 base automatic,2012.0,14,15
44723,chevrolet,malibu lt automatic,2013.0,0,13
44724,gmc,terrain sle automatic,2015.0,7,19
44725,chevrolet,silverado 2500hd ls automatic,2003.0,4,15
44726,subaru,legacy sport,2017.0,9,20
44727,chrysler,200 c automatic,2015.0,18,18
44728,honda,cr-v ex automatic,2013.0,19,8
44729,ford,expedition king ranch 4wd,2008.0,16,19
44730,saturn,astra,2009.0,8,14
44731,hyundai,venue sel,2020.0,0,3
44732,dodge,dakota slt quad cab,2007.0,16,19
44733,chevrolet,k5,1975.0,19,15
44734,ford,taurus awd sedan 4dr cars,2014.0,8,2
44735,honda,civic coupe ex,2013.0,9,8
44736,hyundai,genesis coupe,2016.0,15,13
44737,chrysler,town & country minivan,2010.0,5,17
44738,volkswagen,beetle coupe,1968.0,5,11
44739,chevrolet,express van,2002.0,16,16
44740,chevrolet,camaro 1lt,2010.0,13,19
44741,ford,mustang gt premium,2002.0,15,5
44742,audi,allroad quattro,2002.0,4,7
44743,ram,1500 laramie,1999.0,12,14
44744,kia,sportage lx awd,2012.0,15,16
44745,kia,niro fe,2017.0,2,19
44746,audi,all road,2004.0,4,9
44747,ford,f350 king ranch,2007.0,17,11
44748,ford,f-450 sd,2018.0,10,15
44749,ford,f7000,1985.0,18,9
44750,chevrolet,3500 4x4,2006.0,13,3
44751,jeep,wrangler unlimi,2013.0,8,12
44752,jeep,patriot limited,2007.0,3,8
44753,ram,3500 dually,1999.0,12,10
44754,mercedes-benz,c300 4matic turbo,2018.0,15,16
44755,gmc,envoy xl sle,2006.0,14,19
44756,chevrolet,corvette coupe cars,2000.0,11,13
44757,gmc,caballero,1986.0,17,7
44758,honda,insight,2014.0,18,20
44759,ford,ranger colorado s10,2006.0,16,20
44760,jeep,mariner,2006.0,5,9
44761,ford,taurus sel awd,2010.0,7,17
44762,gmc,sonoma,1994.0,12,7
44763,chevrolet,3100,1955.0,6,20
44764,mercedes-benz,500-class,1989.0,13,2
44765,ford,f-250,1971.0,6,17
44766,chevrolet,s10,1988.0,3,20
44767,honda,accord 4dr sedan cars,2006.0,0,2
44768,chevrolet,monte carlo ls,2003.0,5,0
44769,hyundai,elantra blue,2010.0,5,20
44770,ram,cargo van tradesman,2013.0,10,0
44771,subaru,impreza sport limited awd,2012.0,14,9
44772,mercedes-benz,gl 450,2013.0,3,10
44773,pontiac,g5,2006.0,15,3
44774,honda,odyssey minivan,2002.0,19,19
44775,jeep,liberty sport 4wd,2007.0,0,0
44776,mitsubishi,montero limited,2006.0,4,13
44777,cadillac,cts-v,2018.0,2,12
44778,jeep,compass 4wd 4dr sport,2007.0,14,13
44779,lincoln,mkz awd,2008.0,11,2
44780,toyota,rav4 4wd 4dr. suv cars,2010.0,7,13
44781,dodge,challenger rt,2016.0,8,19
44782,mercedes-benz,benz gl350 bluetec,2012.0,10,10
44783,mercury,milan v6 premier,2007.0,20,15
44784,chevrolet,camaro 2dr. coupe cars,2018.0,10,3
44785,chevrolet,truck,1967.0,6,9
44786,ford,pick up,1937.0,10,5
44787,pontiac,torrent gxp,2008.0,1,2
44788,ford,transit passenger 350 xl,2016.0,6,9
44789,honda,accord crosstou,2010.0,2,11
44790,dodge,durango limited,2009.0,11,13
44791,chevrolet,equinox blazer envoy,2007.0,8,19
44792,subaru,impreza wagon premium,2011.0,2,2
44793,chevrolet,custom van,1994.0,5,1
44794,chevrolet,trailblazer ls 4x4,1995.0,15,1
44795,ford,ranger 4x4,2003.0,7,2
44796,toyota,camry solara sel,2007.0,15,0
44797,chevrolet,pickup truck,1946.0,7,3
44798,dodge,viper,2008.0,12,13
44799,dodge,viper convertible,2008.0,14,11
44800,chrysler,town and county,2008.0,5,9
44801,chevrolet,s10,1985.0,10,12
44802,mini,clubman,2009.0,18,11
44803,ford,escort,2002.0,17,6
44804,ford,econoline e350,2011.0,12,4
44805,ford,f550 xl,2021.0,8,8
44806,gmc,canyon crew cab 4x4,2011.0,16,10
44807,cadillac,"escalade ext""""",2005.0,18,14
44808,dodge,charger sxt plus,2014.0,17,5
44809,honda,pilot ex 4wd,2008.0,13,0
44810,mercury,sable luxury,2008.0,4,19
44811,chrysler,300-series,2014.0,7,8
44812,audi,q3 premium plus,2018.0,9,20
44813,jeep,wrangler unlimi,2014.0,6,8
44814,buick,lucerne cx,2011.0,11,5
44815,nissan,frontier pro 4x,2010.0,15,4
44816,ram,1500 silverado sierra,2008.0,4,19
44817,jeep,grand cherokee laredo 4x4,1998.0,17,19
44818,cadillac,cts srx,2009.0,11,3
44819,ford,e350 15 passenger van,2013.0,3,6
44820,chevrolet,equinox lt automatic,2013.0,13,7
44821,ford,five-hundred,2006.0,13,14
44822,toyota,4runner sr5 4x4,2019.0,19,11
44823,ford,focus se,2001.0,15,14
44824,ford,ranger xl 4x2,2010.0,15,13
44825,ram,1500 sierra,2004.0,20,10
44826,ram,1500 f150,2007.0,17,8
44827,toyota,rav4 xle awd,2018.0,18,8
44828,ford,mustang coupe,1967.0,7,8
44829,ford,f-250 sd,2009.0,3,18
44830,ford,f-250 sd,2008.0,13,19
44831,ford,f-250 sd,2006.0,0,6
44832,toyota,tacoma 4wd trd sport automatic,2021.0,19,17
44833,honda,insight lx,2011.0,7,0
44834,chevrolet,monte,2002.0,13,20
44835,buick,regal gs,2012.0,15,6
44836,hyundai,santa fe se,2009.0,5,5
44837,toyota,sienna base,2011.0,19,20
44838,subaru,impreza 2.0i,2012.0,2,7
44839,ford,transit passenger 350 xl,2017.0,16,2
44840,bmw,320 xi,2018.0,2,9
44841,ford,700,1992.0,20,17
44842,bmw,528 i,2016.0,18,19
44843,chrysler,aspen limited 4x4,2008.0,15,10
44844,ford,expedition el limited 4x4,2010.0,2,10
44845,mercedes-benz,benz gls 63 amg,2017.0,18,2
44846,chrysler,300 300s,2019.0,19,13
44847,chevrolet,silverado 1500 work,2019.0,17,1
44848,nissan,rogue select s,2014.0,13,15
44849,ford,econoline e-250 cargo van,2013.0,20,0
44850,jeep,liberty sport 4x4,2007.0,14,15
44851,gmc,envoy trailblazer,2006.0,3,13
44852,gmc,k2500,1999.0,14,6
44853,chevrolet,hhr lt cruiser equinox,2006.0,16,4
44854,porsche,944 s2 cabriolet,1990.0,12,9
44855,bmw,3 series 328xi,2008.0,8,16
44856,ford,escape mariner equinox,2006.0,14,2
44857,jaguar,xe 35t premium,2017.0,13,9
44858,dodge,grand caravan wheelchair,2006.0,1,12
44859,ford,mustang fox body,1992.0,12,5
44860,jeep,compass escape mariner,2007.0,9,5
44861,gmc,envoy explorer,2004.0,3,15
44862,mercedes-benz,gla,2021.0,10,8
44863,audi,q5 murano,2010.0,17,4
44864,subaru,legacy gt,2007.0,6,12
44865,chrysler,town and country tourin,2011.0,16,17
44866,nissan,xterra pro 4x,2011.0,9,0
44867,ford,e-150,1994.0,12,20
44868,chevrolet,venture van,2004.0,3,4
44869,buick,regal,1996.0,11,19
44870,mazda,3 gt grand touring,2011.0,8,8
44871,chevrolet,silverado 1500 work,2013.0,15,0
44872,bmw,x5 awd 4dr 4.8i,2008.0,13,9
44873,dodge,charger se,2010.0,5,4
44874,buick,century car,2002.0,8,20
44875,ram,1500 silverado titan,2005.0,0,16
44876,chevrolet,silverado 3500 4x4 diesel,2002.0,15,3
44877,gmc,3500 utility,1998.0,10,15
44878,bmw,x5 m,2018.0,16,18
44879,subaru,impreza sedan wrx,2012.0,14,5
44880,toyota,venza awd xle,2014.0,2,5
44881,lincoln,mkz select,2017.0,6,20
44882,dodge,grand caravan crew,2016.0,12,4
44883,bmw,328xi coupe,2008.0,19,2
44884,lexus,gs 350 f sport,2013.0,9,8
44885,ram,1500 sierra silverado,2008.0,5,6
44886,ford,explorer durano navigator,2007.0,8,15
44887,ford,escape equinox murano,2010.0,4,0
44888,chevrolet,express passenger 1ls,2012.0,1,16
44889,ford,f-350 super dut,2013.0,4,15
44890,lexus,ct 200,2017.0,6,6
44891,dodge,grand caravan quest,2006.0,15,7
44892,ram,1500 express,2012.0,20,3
44893,ford,escape murano sorento,2005.0,17,1
44894,chevrolet,trail blazer denali,2006.0,8,15
44895,ford,e350 cutaway wheelchair van,2016.0,13,20
44896,chevrolet,express 2500 van,2015.0,8,0
44897,cadillac,eldorado,1983.0,1,20
44898,ford,econoline sw,2005.0,5,2
44899,volkswagen,412 sw model 461,1973.0,20,7
44900,chevrolet,c4500,2008.0,18,10
44901,subaru,forester 2.5l touring,2016.0,5,18
44902,chevrolet,project,1965.0,6,10
44903,honda,civic sedan,1990.0,4,1
44904,ford,explorer sport,2004.0,3,13
44905,ford,model a st.rod,1928.0,13,4
44906,dodge,xplorer,1989.0,15,4
44907,toyota,land cruiser,1984.0,20,4
44908,audi,all road,2003.0,9,1
44909,mazda,protege,1992.0,19,7
44910,ford,super duty f-550,2015.0,17,4
44911,honda,civic ls,2005.0,11,8
44912,ford,f350 crew cab,2010.0,15,12
44913,dodge,stealth,1993.0,14,19
44914,chevrolet,c10 silverado,1984.0,10,12
44915,jeep,wrangler sport suv 2d,2011.0,4,11
44916,alfa-romeo,romeo stelvio sport utility,2019.0,1,8
44917,buick,enclave essence sport,2019.0,18,2
44918,ford,e-350 super duty,2010.0,4,3
44919,gmc,c5500 topkick,1991.0,6,16
44920,chevrolet,cruze lt hatchback,2017.0,13,12
44921,acura,rdx sh-awd advance pkg,2020.0,10,19
44922,mercedes-benz,300te,1991.0,2,17
44923,nissan,300zx,1989.0,3,18
44924,chevrolet,astro cargo,1905.0,19,2
44925,chevrolet,s10 blazer,2005.0,2,5
44926,subaru,forester ll bean,2008.0,9,12
44927,toyota,rav4 sport sportsuv,2007.0,2,1
